,Phone Name,Rating ?/5,Number of Ratings,Back/Rare Camera,Front Camera,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
328,"realme GT Master Edition (Voyager Grey, 128 GB)",4.4,47287,64MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,20999,2023-06-17,realme,6.0,128,4300
329,"realme 9 5G (Meteor Black, 128 GB)",4.4,50931,48MP + 2MP + 2MP,16MP Front Camera,Mediatek Dimensity 810 Processor,14999,2023-06-17,realme,6.0,128,5000
330,"realme 9 5G (Supersonic Blue, 128 GB)",4.4,50931,48MP + 2MP + 2MP,16MP Front Camera,Mediatek Dimensity 810 Processor,14999,2023-06-17,realme,6.0,128,5000
331,"realme 9 5G (Supersonic Black, 128 GB)",4.4,50931,48MP + 2MP + 2MP,16MP Front Camera,Mediatek Dimensity 810 Processor,14999,2023-06-17,realme,6.0,128,5000
332,"realme C21 (Cross Blue, 32 GB)",4.4,72333,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio G35 Processor,9499,2023-06-17,realme,3.0,32,5000
333,"realme GT Master Edition (Daybreak Blue, 128 GB)",4.4,47287,64MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,20999,2023-06-17,realme,6.0,128,4300
334,"realme GT Master Edition (Cosmos Black, 128 GB)",4.4,47287,64MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,20999,2023-06-17,realme,6.0,128,4300
336,"realme GT Neo 3T (Shade Black, 256 GB)",4.3,13087,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,38999,2023-06-17,realme,8.0,256,5000
337,"realme 9 Pro 5G (Midnight Black, 128 GB)",4.3,15032,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,20999,2023-06-17,realme,8.0,128,5000
338,"realme C25_Y (Glacier Blue, 128 GB)",4.5,47528,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T618 Processor,11999,2023-06-17,realme,4.0,128,5000
339,"realme C25 (Watery Blue, 64 GB)",4.4,44548,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G70 Processor,9999,2023-06-17,realme,4.0,64,6000
340,"realme C25 (Watery Grey, 128 GB)",4.4,44548,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G70 Processor,10999,2023-06-17,realme,4.0,128,6000
341,"realme 9 Pro 5G (Aurora Green, 128 GB)",4.3,15032,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,20999,2023-06-17,realme,8.0,128,5000
342,"realme 8i (Space Purple, 128 GB)",4.4,70506,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G96 Processor,17999,2023-06-17,realme,6.0,128,5000
343,"realme C25 (Watery Blue, 128 GB)",4.4,44548,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G70 Processor,10999,2023-06-17,realme,4.0,128,6000
344,"realme C25 (Watery Grey, 64 GB)",4.4,44548,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G70 Processor,9999,2023-06-17,realme,4.0,64,6000
345,"realme 9 Pro 5G (Sunrise Blue, 128 GB)",4.4,85111,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,18999,2023-06-17,realme,6.0,128,5000
346,"realme 3i (Diamond Blue, 64 GB)",4.4,80202,13MP + 2MP,13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,10499,2023-06-17,realme,4.0,64,4230
347,"realme 9 Pro 5G (Aurora Green, 128 GB)",4.4,85111,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,18999,2023-06-17,realme,6.0,128,5000
348,"realme 8 5G (Supersonic Black, 128 GB)",4.4,70390,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,18499,2023-06-17,realme,8.0,128,5000
349,"realme Narzo 30A (Laser Black, 32 GB)",4.3,131480,13MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,8999,2023-06-17,realme,3.0,32,6000
350,"realme 9 (Stargaze White, 128 GB)",4.4,65374,108MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,16999,2023-06-17,realme,6.0,128,5000
351,"realme C25Y (Glacier Blue, 128 GB)",4.4,139101,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T610 Octa Core Processor,13999,2023-06-17,realme,4.0,128,5000
352,"realme 9 (Stargaze White, 128 GB)",4.4,26968,108MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,17999,2023-06-17,realme,8.0,128,5000
353,"realme Narzo 30A (Laser Blue, 32 GB)",4.3,131480,13MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,8999,2023-06-17,realme,3.0,32,6000
354,"realme 6 (Comet White, 64 GB)",4.4,86814,64MP + 8MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G90T Processor,13999,2023-06-17,realme,4.0,64,4300
355,"realme 8 5G (Supersonic Blue, 128 GB)",4.4,70390,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,18499,2023-06-17,realme,8.0,128,5000
356,"realme 8 5G (Supersonic Black, 128 GB)",4.3,77567,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,16499,2023-06-17,realme,4.0,128,5000
357,"realme 8 5G (Supersonic Black, 64 GB)",4.3,77567,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,15499,2023-06-17,realme,4.0,64,5000
358,"realme 8 5G (Supersonic Blue, 64 GB)",4.3,77567,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,15499,2023-06-17,realme,4.0,64,5000
359,"realme Narzo 30A (Laser Black, 64 GB)",4.4,130954,13MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,9999,2023-06-17,realme,4.0,64,6000
504,"SAMSUNG Galaxy F04 (Opal Green, 64 GB)",4.2,25145,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,8499,2023-06-17,SAMSUNG,4.0,64,5000
505,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,11999,2023-06-17,SAMSUNG,4.0,128,6000
506,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,11999,2023-06-17,SAMSUNG,4.0,128,6000
507,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,10999,2023-06-17,SAMSUNG,4.0,64,6000
508,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,10999,2023-06-17,SAMSUNG,4.0,64,6000
509,"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)",4.2,25145,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,8499,2023-06-17,SAMSUNG,4.0,64,5000
510,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",4.2,15053,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",14490,2023-06-17,SAMSUNG,6.0,128,6000
511,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)",4.2,15053,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",14490,2023-06-17,SAMSUNG,6.0,128,6000
512,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,10999,2023-06-17,SAMSUNG,4.0,64,6000
514,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",4.3,192890,50MP + 8MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 750G Processor,16999,2023-06-17,SAMSUNG,6.0,128,5000
515,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",4.3,151074,50MP + 5MP + 2MP,8MP Front Camera,Exynos 850 Processor,11999,2023-06-17,SAMSUNG,4.0,128,6000
516,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",4.2,6173,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",13490,2023-06-17,SAMSUNG,4.0,128,6000
517,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",4.2,6173,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",13490,2023-06-17,SAMSUNG,4.0,128,6000
518,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)",4.2,6173,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",13490,2023-06-17,SAMSUNG,4.0,128,6000
519,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)",4.3,192890,50MP + 8MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 750G Processor,16999,2023-06-17,SAMSUNG,6.0,128,5000
522,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",4.2,15053,50MP + 2MP,13MP Front Camera,"Exynos 1330, Octa Core Processor",14490,2023-06-17,SAMSUNG,6.0,128,6000
523,"SAMSUNG Galaxy M04 (Light Green, 64 GB)",4.1,2898,13MP + 2MP,5MP Front Camera,MediaTek Helio P35 Processor,8093,2023-06-17,SAMSUNG,4.0,64,5000
524,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,192890,50MP + 8MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 750G Processor,16999,2023-06-17,SAMSUNG,6.0,128,5000
526,"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)",4.1,2898,13MP + 2MP,5MP Front Camera,MediaTek Helio P35 Processor,7985,2023-06-17,SAMSUNG,4.0,64,5000
528,SAMSUNG GURU MUSIC 2,4.1,4077,0MP,0MP Front Camera,0 0 0 208MHz Processor,2380,2023-06-17,SAMSUNG,8.0,0,800
529,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.2,43388,50MP + 8MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 750G Processor,15999,2023-06-17,SAMSUNG,4.0,128,5000
534,"SAMSUNG Galaxy S22 Plus 5G (Phantom Black, 128 GB)",4.5,3234,50MP + 12MP + 10MP,10MP Front Camera,Qualcomm Snapdragon 8 Gen 1 Processor,49999,2023-06-17,SAMSUNG,8.0,128,4500
546,"SAMSUNG Galaxy A14 5G (Black, 128 GB)",4.0,1698,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,18999,2023-06-17,SAMSUNG,6.0,128,5000
548,"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4.1,1133,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,16499,2023-06-17,SAMSUNG,4.0,64,5000
549,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",4.2,43388,50MP + 8MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 750G Processor,15999,2023-06-17,SAMSUNG,4.0,128,5000
550,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",4.0,1698,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,18999,2023-06-17,SAMSUNG,6.0,128,5000
552,"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",4.1,542,50MP + 5MP,8MP Front Camera,Qualcomm Snapdragon 695 (SM6375) Processor,21999,2023-06-17,SAMSUNG,6.0,128,5000
553,"SAMSUNG Galaxy Z Flip3 5G (Phantom Black, 128 GB)",4.3,4205,12MP + 12MP,10MP Front Camera,Qualcomm Snapdragon 888 Octa-Core Processor,49999,2023-06-17,SAMSUNG,8.0,128,3300
554,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",4.0,1698,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,18999,2023-06-17,SAMSUNG,6.0,128,5000
556,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",4.1,1021,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,20999,2023-06-17,SAMSUNG,8.0,128,5000
557,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",4.1,1021,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,20999,2023-06-17,SAMSUNG,8.0,128,5000
558,"SAMSUNG Galaxy S22 Plus 5G (Green, 128 GB)",4.5,3234,50MP + 12MP + 10MP,10MP Front Camera,Qualcomm Snapdragon 8 Gen 1 Processor,49999,2023-06-17,SAMSUNG,8.0,128,4500
560,"SAMSUNG Galaxy A34 5G (Awesome Violet, 256 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",32999,2023-06-17,SAMSUNG,8.0,256,5000
561,"SAMSUNG Galaxy A14 5G (Light Green, 64 GB)",4.1,1133,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,16499,2023-06-17,SAMSUNG,4.0,64,5000
562,"SAMSUNG Galaxy A34 5G (Awesome Graphite, 128 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",30999,2023-06-17,SAMSUNG,8.0,128,5000
564,"SAMSUNG Galaxy A14 5G (Black, 64 GB)",4.1,1133,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,16499,2023-06-17,SAMSUNG,4.0,64,5000
565,"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",30999,2023-06-17,SAMSUNG,8.0,128,5000
568,"SAMSUNG Galaxy A34 5G (Awesome Violet, 128 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",30999,2023-06-17,SAMSUNG,8.0,128,5000
569,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",30999,2023-06-17,SAMSUNG,8.0,128,5000
570,"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",4.1,542,50MP + 5MP,8MP Front Camera,Qualcomm Snapdragon 695 (SM6375) Processor,21999,2023-06-17,SAMSUNG,6.0,128,5000
572,"SAMSUNG Galaxy A54 5G (Awesome Graphite, 256 GB)",4.3,414,50MP + 12MP + 5MP,32MP Front Camera,"Exynos 1380, Octa Core Processor",40999,2023-06-17,SAMSUNG,8.0,256,5000
574,"SAMSUNG Galaxy A23 (Blue, 128 GB)",4.2,995,50MP Rear Camera,8MP Front Camera,Octa-core(EXYNOS) Processor,17499,2023-06-17,SAMSUNG,6.0,128,5000
577,"SAMSUNG Galaxy A23 (Blue, 128 GB)",4.2,995,50MP Rear Camera,8MP Front Camera,Octa-core(EXYNOS) Processor,17499,2023-06-17,SAMSUNG,6.0,128,5000
578,"SAMSUNG Galaxy A54 5G (Awesome Graphite, 256 GB)",4.3,414,50MP + 12MP + 5MP,32MP Front Camera,"Exynos 1380, Octa Core Processor",40999,2023-06-17,SAMSUNG,8.0,256,5000
579,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)",4.3,54879,12MP + 12MP + 8MP (OIS),32MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,39999,2023-06-17,SAMSUNG,8.0,128,4500
580,"SAMSUNG Galaxy A23 (Black, 128 GB)",4.2,995,50MP Rear Camera,8MP Front Camera,Octa-core(EXYNOS) Processor,17499,2023-06-17,SAMSUNG,6.0,128,5000
581,"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)",4.3,54879,12MP + 12MP + 8MP (OIS),32MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,39999,2023-06-17,SAMSUNG,8.0,128,4500
583,"SAMSUNG Galaxy A14 5G (Black, 128 GB)",4.1,1021,50MP + 2MP,13MP Front Camera,SEC S5E8535 (Exynos 1330) Processor,20999,2023-06-17,SAMSUNG,8.0,128,5000
584,"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)",4.3,54879,12MP + 12MP + 8MP (OIS),32MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,39999,2023-06-17,SAMSUNG,8.0,128,4500
585,"SAMSUNG Galaxy A04e (Copper, 64 GB)",4.4,66,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,9999,2023-06-17,SAMSUNG,3.0,64,5000
586,"SAMSUNG Galaxy A54 5G (Awesome Violet, 256 GB)",4.3,414,50MP + 12MP + 5MP,32MP Front Camera,"Exynos 1380, Octa Core Processor",40999,2023-06-17,SAMSUNG,8.0,256,5000
589,"SAMSUNG Galaxy S20 FE (Cloud Lavender, 128 GB)",4.0,1008,12MP + 12MP + 8MP Rear Camera,32MP Front Camera,Exynos Octa Core Processor,29900,2023-06-17,SAMSUNG,8.0,128,4500
592,"SAMSUNG Galaxy A04e (Light Blue, 64 GB)",4.4,66,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,9999,2023-06-17,SAMSUNG,3.0,64,5000
593,"SAMSUNG Galaxy A04s (Green, 64 GB)",4.1,74,50MP + 50MP + 2MP + 2MP,5MP Front Camera,Exynos Octa Core Processor Processor,12499,2023-06-17,SAMSUNG,4.0,64,5000
594,"SAMSUNG Galaxy S23 5G (Green, 256 GB)",4.6,1645,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,79999,2023-06-17,SAMSUNG,8.0,256,3900
595,"SAMSUNG Galaxy A23 (Blue, 128 GB)",4.3,567,50MP Rear Camera,8MP Front Camera,Octa-core(EXYNOS) Processor,19999,2023-06-17,SAMSUNG,8.0,128,5000
596,"SAMSUNG Galaxy A04s (Black, 64 GB)",4.1,74,50MP + 50MP + 2MP + 2MP,5MP Front Camera,Exynos Octa Core Processor Processor,12499,2023-06-17,SAMSUNG,4.0,64,5000
597,"SAMSUNG Galaxy A23 (Peach, 128 GB)",4.2,995,50MP Rear Camera,8MP Front Camera,Octa-core(EXYNOS) Processor,17499,2023-06-17,SAMSUNG,6.0,128,5000
598,"SAMSUNG Galaxy A34 5G (Awesome Lime, 256 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",32999,2023-06-17,SAMSUNG,8.0,256,5000
599,"SAMSUNG Galaxy A04 (Black, 128 GB)",4.0,46,50MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,12999,2023-06-17,SAMSUNG,4.0,128,5000
600,"SAMSUNG Galaxy S23 5G (Cream, 256 GB)",4.6,1645,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,79999,2023-06-17,SAMSUNG,8.0,256,3900
603,"SAMSUNG Galaxy F22 (Denim Black, 64 GB)",4.3,104763,48MP + 8MP + 2MP + 2MP,13MP Front Camera,MediaTek Helio G80 Processor,11499,2023-06-17,SAMSUNG,4.0,64,6000
604,"SAMSUNG Galaxy S23 5G (Phantom Black, 256 GB)",4.6,1645,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,79999,2023-06-17,SAMSUNG,8.0,256,3900
605,"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)",4.1,3592,8MP Rear Camera,5MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,7499,2023-06-17,SAMSUNG,2.0,32,5000
608,"SAMSUNG Galaxy S23 Ultra 5G (Green, 256 GB)",4.3,720,200MP + 10MP + 12MP + 10MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,124999,2023-06-17,SAMSUNG,12.0,256,5000
609,"SAMSUNG Galaxy A13 (Peach, 128 GB)",4.2,447,50MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos Octa Core Processor,16499,2023-06-17,SAMSUNG,6.0,128,5000
618,"SAMSUNG Galaxy F12 (Sea Green, 64 GB)",4.3,300403,48MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos 850 Processor,10499,2023-06-17,SAMSUNG,4.0,64,6000
619,"SAMSUNG M32 5G (Sky blue, 128 GB)",4.1,3940,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Dimensity 720 5G Processor,16200,2023-06-17,SAMSUNG,6.0,128,5000
623,"SAMSUNG Galaxy A50 (White, 64 GB)",4.3,68185,25MP + 5MP + 8MP,25MP Front Camera,Exynos 9610 Processor,15899,2023-06-17,SAMSUNG,4.0,64,4000
624,"SAMSUNG Galaxy A54 5G (Awesome Lime, 128 GB)",4.3,414,50MP + 12MP + 5MP,32MP Front Camera,"Exynos 1380, Octa Core Processor",38999,2023-06-17,SAMSUNG,8.0,128,5000
625,"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)",4.1,6297,64MP + 5MP + 2MP,8MP Front Camera,MediaTek Dimensity 700 Processor,22999,2023-06-17,SAMSUNG,8.0,128,5000
626,"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 256 GB)",4.3,720,200MP + 10MP + 12MP + 10MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,124999,2023-06-17,SAMSUNG,12.0,256,5000
627,"SAMSUNG Galaxy A04 (Copper, 128 GB)",4.0,46,50MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,12999,2023-06-17,SAMSUNG,4.0,128,5000
628,"SAMSUNG Galaxy A33 (Awesome Blue, 128 GB)",4.1,1044,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Exynos 1280 Processor,28999,2023-06-17,SAMSUNG,8.0,128,5000
630,"SAMSUNG Galaxy A52 (Awesome Blue, 128 GB)",4.3,2204,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 720G Processor,25990,2023-06-17,SAMSUNG,6.0,128,4500
631,"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",3.8,298,50MP + 5MP,8MP Front Camera,Qualcomm Snapdragon 695 (SM6375) Processor,23999,2023-06-17,SAMSUNG,8.0,128,5000
632,"SAMSUNG Galaxy F22 (Denim Black, 128 GB)",4.3,66768,48MP + 8MP + 2MP + 2MP,13MP Front Camera,MediaTek Helio G80 Processor,13499,2023-06-17,SAMSUNG,6.0,128,6000
635,"SAMSUNG Galaxy S23 5G (Lavender, 256 GB)",4.6,1645,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,79999,2023-06-17,SAMSUNG,8.0,256,3900
636,"SAMSUNG Galaxy S23 Plus 5G (Cream, 256 GB)",4.5,140,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,94999,2023-06-17,SAMSUNG,8.0,256,4700
637,"SAMSUNG Galaxy A03 (Black, 32 GB)",4.1,916,48MP + 2MP,5MP Front Camera,Unisoc UMS9230 Processor,8199,2023-06-17,SAMSUNG,3.0,32,5000
638,"SAMSUNG Galaxy A03 (Blue, 32 GB)",4.1,916,48MP + 2MP,5MP Front Camera,Unisoc UMS9230 Processor,9990,2023-06-17,SAMSUNG,3.0,32,5000
639,"SAMSUNG Galaxy A13 (Black, 128 GB)",4.2,447,50MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos Octa Core Processor,16499,2023-06-17,SAMSUNG,6.0,128,5000
641,"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)",4.3,414,50MP + 12MP + 5MP,32MP Front Camera,"Exynos 1380, Octa Core Processor",40999,2023-06-17,SAMSUNG,8.0,256,5000
642,"SAMSUNG Galaxy S21 FE 5G (Olive Green, 128 GB)",4.3,54879,12MP + 12MP + 8MP (OIS),32MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,39999,2023-06-17,SAMSUNG,8.0,128,4500
643,"SAMSUNG Galaxy A73 5G (Awesome White, 128 GB)",4.2,1636,108MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,36990,2023-06-17,SAMSUNG,8.0,128,5000
644,"SAMSUNG Galaxy F22 (Denim Blue, 128 GB)",4.3,66768,48MP + 8MP + 2MP + 2MP,13MP Front Camera,MediaTek Helio G80 Processor,13499,2023-06-17,SAMSUNG,6.0,128,6000
645,"SAMSUNG A04 e (Copper, 64 GB)",4.7,7,13MP + 2MP,5MP Front Camera,Mediatek MT6765 Helio P35 (12nm) Processor,9850,2023-06-17,SAMSUNG,3.0,64,5000
646,"SAMSUNG Galaxy A03 Core (Green, 32 GB)",4.1,3592,8MP Rear Camera,5MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,7462,2023-06-17,SAMSUNG,2.0,32,5000
647,"SAMSUNG Galaxy A03 Core (Blue, 32 GB)",4.1,3592,8MP Rear Camera,5MP Front Camera,Octa Core Processor,7790,2023-06-17,SAMSUNG,2.0,32,5000
648,"SAMSUNG Galaxy S20 FE (Cloud Navy, 128 GB)",4.0,1008,12MP + 12MP + 8MP Rear Camera,32MP Front Camera,Exynos Octa Core Processor,50010,2023-06-17,SAMSUNG,8.0,128,4500
649,"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",3.8,298,50MP + 5MP,8MP Front Camera,Qualcomm Snapdragon 695 (SM6375) Processor,23999,2023-06-17,SAMSUNG,8.0,128,5000
650,"SAMSUNG Galaxy A33 (Awesome Peach, 128 GB)",4.1,1922,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Exynos 1280 Processor,27999,2023-06-17,SAMSUNG,6.0,128,5000
651,"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)",4.3,104763,48MP + 8MP + 2MP + 2MP,13MP Front Camera,MediaTek Helio G80 Processor,11499,2023-06-17,SAMSUNG,4.0,64,6000
652,"SAMSUNG Galaxy A03 Core (Black, 32 GB)",4.1,3592,8MP Rear Camera,5MP Front Camera,Octa Core Processor,7199,2023-06-17,SAMSUNG,2.0,32,5000
653,"SAMSUNG Galaxy S23 Plus 5G (Phantom Black, 256 GB)",4.5,140,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,94999,2023-06-17,SAMSUNG,8.0,256,4700
654,"SAMSUNG Galaxy A04s (Green, 128 GB)",4.1,74,50MP + 50MP + 2MP + 2MP,5MP Front Camera,Exynos Octa Core Processor Processor,13499,2023-06-17,SAMSUNG,4.0,128,5000
655,"SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)",4.2,1636,108MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,41999,2023-06-17,SAMSUNG,8.0,128,5000
656,"SAMSUNG Galaxy A04 (Black, 64 GB)",4.0,46,50MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,11999,2023-06-17,SAMSUNG,4.0,64,5000
657,"SAMSUNG Galaxy S23 Plus 5G (Phantom Black, 512 GB)",4.5,140,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,104999,2023-06-17,SAMSUNG,8.0,512,4700
658,"SAMSUNG Galaxy A13 (Peach, 64 GB)",4.1,859,50MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos Octa Core Processor,14499,2023-06-17,SAMSUNG,4.0,64,5000
659,"SAMSUNG Galaxy Z Flip3 5G (Cream, 128 GB)",4.3,4205,12MP + 12MP,10MP Front Camera,Qualcomm Snapdragon 888 Octa-Core Processor,49999,2023-06-17,SAMSUNG,8.0,128,3300
