,Rating ?/5,Number of Ratings,Price in INR,Ram_size,Storage_size,Battery_size,Company_name,Company_name
961,4.3,32464,6999,2.0,64.0,5000.0,3,3
962,4.3,32464,6999,2.0,64.0,5000.0,3,3
963,4.2,13349,12999,6.0,128.0,5000.0,3,3
964,4.2,19564,14999,6.0,64.0,5000.0,3,3
965,4.2,11007,9999,6.0,64.0,5000.0,3,3
966,4.0,5240,12999,8.0,128.0,5000.0,3,3
967,4.2,11007,9999,6.0,64.0,5000.0,3,3
968,4.2,11007,9999,6.0,64.0,5000.0,3,3
969,4.2,11007,9999,6.0,64.0,5000.0,3,3
970,4.2,19564,14999,6.0,64.0,5000.0,3,3
971,4.0,5240,12999,8.0,128.0,5000.0,3,3
972,4.0,5240,12999,8.0,128.0,5000.0,3,3
973,4.3,8157,15999,8.0,128.0,5000.0,3,3
974,4.3,16419,9999,4.0,64.0,5200.0,3,3
975,4.3,16419,9999,4.0,64.0,5200.0,3,3
976,4.3,79849,7199,2.0,32.0,5000.0,3,3
977,4.3,79849,7199,2.0,32.0,5000.0,3,3
978,4.3,8157,15999,8.0,128.0,5000.0,3,3
979,4.3,79849,7199,2.0,32.0,5000.0,3,3
980,4.2,17968,9999,4.0,64.0,5000.0,3,3
981,4.2,12712,8299,3.0,64.0,5000.0,3,3
982,4.3,50667,11999,4.0,128.0,5000.0,3,3
983,4.3,50667,11999,4.0,128.0,5000.0,3,3
984,4.2,11290,16999,6.0,128.0,5000.0,3,3
985,4.3,39201,12499,4.0,64.0,5000.0,3,3
986,4.3,39201,12499,4.0,64.0,5000.0,3,3
987,4.3,39201,12499,4.0,64.0,5000.0,3,3
988,4.2,11290,16999,6.0,128.0,5000.0,3,3
989,4.3,12319,13999,6.0,64.0,5000.0,3,3
990,4.3,50667,10999,4.0,64.0,5000.0,3,3
991,4.2,17968,9999,4.0,64.0,5000.0,3,3
992,4.2,17968,9999,4.0,64.0,5000.0,3,3
993,4.3,50667,10999,4.0,64.0,5000.0,3,3
994,4.3,50667,11999,4.0,128.0,5000.0,3,3
995,4.3,66729,7499,2.0,32.0,5000.0,3,3
996,4.2,10773,19999,8.0,128.0,5000.0,3,3
997,4.2,8693,13999,8.0,128.0,5000.0,3,3
998,4.2,27194,10999,4.0,64.0,5000.0,3,3
999,4.3,8157,15999,8.0,128.0,5000.0,3,3
1000,4.2,12712,8299,3.0,64.0,5000.0,3,3
1001,4.3,66729,6499,2.0,32.0,5000.0,3,3
1002,4.2,12712,8299,3.0,64.0,5000.0,3,3
1003,4.3,66729,6499,2.0,32.0,5000.0,3,3
1004,4.2,11290,16999,6.0,128.0,5000.0,3,3
1005,4.3,12319,13999,6.0,64.0,5000.0,3,3
1006,4.3,50667,10999,4.0,64.0,5000.0,3,3
1007,4.3,50667,10999,4.0,64.0,5000.0,3,3
1008,4.3,50667,11999,4.0,128.0,5000.0,3,3
1009,4.2,8704,13999,8.0,128.0,5000.0,3,3
1010,4.0,5240,12999,8.0,128.0,5000.0,3,3
1011,4.3,12319,13999,6.0,64.0,5000.0,3,3
1012,4.2,8704,13999,8.0,128.0,5000.0,3,3
1013,4.4,32752,8999,2.0,32.0,6000.0,3,3
1014,4.4,32752,8999,2.0,32.0,6000.0,3,3
1015,4.3,25582,14999,4.0,64.0,5000.0,3,3
1016,4.3,25582,14999,4.0,64.0,5000.0,3,3
1017,4.3,25582,14999,4.0,64.0,5000.0,3,3
1018,4.2,7117,18999,8.0,128.0,4500.0,3,3
1019,4.3,15701,10999,4.0,64.0,4000.0,3,3
